Sample in Buffer,Sample in Window,TRIGGER,xgmii_rxd[63:0],xgmii_rxc[7:0]
856,856,0,0707070707070707,ff
857,857,0,0707070707070707,ff
858,858,0,0707070707070707,ff
859,859,0,0707070707070707,ff
860,860,0,0707070707070707,ff
861,861,0,0707070707070707,ff
862,862,0,0707070707070707,ff
863,863,0,0707070707070707,ff
864,864,0,0707070707070707,ff
865,865,0,0707070707070707,ff
866,866,0,0707070707070707,ff
867,867,0,0707070707070707,ff
868,868,0,0707070707070707,ff
869,869,0,0707070707070707,ff
870,870,0,0707070707070707,ff
871,871,0,0707070707070707,ff
872,872,0,0707070707070707,ff
873,873,0,0707070707070707,ff
874,874,0,0707070707070707,ff
875,875,0,0707070707070707,ff
876,876,0,0707070707070707,ff
877,877,0,0707070707070707,ff
878,878,0,0707070707070707,ff
879,879,0,0707070707070707,ff
880,880,0,0707070707070707,ff
881,881,0,0707070707070707,ff
882,882,0,0707070707070707,ff
883,883,0,0707070707070707,ff
884,884,0,0707070707070707,ff
885,885,0,0707070707070707,ff
886,886,0,0707070707070707,ff
887,887,0,0707070707070707,ff
888,888,0,0707070707070707,ff
889,889,0,0707070707070707,ff
890,890,0,0707070707070707,ff
891,891,0,0707070707070707,ff
892,892,0,0707070707070707,ff
893,893,0,0707070707070707,ff
894,894,0,0707070707070707,ff
895,895,0,0707070707070707,ff
896,896,0,0707070707070707,ff
897,897,0,0707070707070707,ff
898,898,0,0707070707070707,ff
899,899,0,0707070707070707,ff
900,900,0,0707070707070707,ff
901,901,0,0707070707070707,ff
902,902,0,0707070707070707,ff
903,903,0,0707070707070707,ff
904,904,0,0707070707070707,ff
905,905,0,0707070707070707,ff
906,906,0,0707070707070707,ff
907,907,0,0707070707070707,ff
908,908,0,0707070707070707,ff
909,909,0,0707070707070707,ff
910,910,0,0707070707070707,ff
911,911,0,0707070707070707,ff
912,912,0,0707070707070707,ff
913,913,0,0707070707070707,ff
914,914,0,0707070707070707,ff
915,915,0,0707070707070707,ff
916,916,0,0707070707070707,ff
917,917,0,0707070707070707,ff
918,918,0,0707070707070707,ff
919,919,0,0707070707070707,ff
920,920,0,0707070707070707,ff
921,921,0,0707070707070707,ff
922,922,0,0707070707070707,ff
923,923,0,0707070707070707,ff
924,924,0,0707070707070707,ff
925,925,0,0707070707070707,ff
926,926,0,0707070707070707,ff
927,927,0,0707070707070707,ff
928,928,0,0707070707070707,ff
929,929,0,0707070707070707,ff
930,930,0,0707070707070707,ff
931,931,0,0707070707070707,ff
932,932,0,0707070707070707,ff
933,933,0,0707070707070707,ff
934,934,0,0707070707070707,ff
935,935,0,0707070707070707,ff
936,936,0,0707070707070707,ff
937,937,0,0707070707070707,ff
938,938,0,0707070707070707,ff
939,939,0,0707070707070707,ff
940,940,0,0707070707070707,ff
941,941,0,0707070707070707,ff
942,942,0,0707070707070707,ff
943,943,0,0707070707070707,ff
944,944,0,0707070707070707,ff
945,945,0,0707070707070707,ff
946,946,0,0707070707070707,ff
947,947,0,0707070707070707,ff
948,948,0,0707070707070707,ff
949,949,0,0707070707070707,ff
950,950,0,0707070707070707,ff
951,951,0,0707070707070707,ff
952,952,0,0707070707070707,ff
953,953,0,0707070707070707,ff
954,954,0,0707070707070707,ff
955,955,0,0707070707070707,ff
956,956,0,0707070707070707,ff
957,957,0,0707070707070707,ff
958,958,0,0707070707070707,ff
959,959,0,0707070707070707,ff
960,960,0,0707070707070707,ff
961,961,0,0707070707070707,ff
962,962,0,0707070707070707,ff
963,963,0,0707070707070707,ff
964,964,0,0707070707070707,ff
965,965,0,0707070707070707,ff
966,966,0,0707070707070707,ff
967,967,0,0707070707070707,ff
968,968,0,0707070707070707,ff
969,969,0,0707070707070707,ff
970,970,0,0707070707070707,ff
971,971,0,0707070707070707,ff
972,972,0,0707070707070707,ff
973,973,0,0707070707070707,ff
974,974,0,0707070707070707,ff
975,975,0,0707070707070707,ff
976,976,0,0707070707070707,ff
977,977,0,0707070707070707,ff
978,978,0,0707070707070707,ff
979,979,0,0707070707070707,ff
980,980,0,0707070707070707,ff
981,981,0,0707070707070707,ff
982,982,0,0707070707070707,ff
983,983,0,0707070707070707,ff
984,984,0,0707070707070707,ff
985,985,0,0707070707070707,ff
986,986,0,0707070707070707,ff
987,987,0,0707070707070707,ff
988,988,0,0707070707070707,ff
989,989,0,0707070707070707,ff
990,990,0,0707070707070707,ff
991,991,0,0707070707070707,ff
992,992,0,0707070707070707,ff
993,993,0,0707070707070707,ff
994,994,0,0707070707070707,ff
995,995,0,0707070707070707,ff
996,996,0,0707070707070707,ff
997,997,0,0707070707070707,ff
998,998,0,0707070707070707,ff
999,999,0,0707070707070707,ff
1000,1000,0,0707070707070707,ff
1001,1001,0,0707070707070707,ff
1002,1002,0,0707070707070707,ff
1003,1003,0,0707070707070707,ff
1004,1004,0,0707070707070707,ff
1005,1005,0,0707070707070707,ff
1006,1006,0,0707070707070707,ff
1007,1007,0,0707070707070707,ff
1008,1008,0,0707070707070707,ff
1009,1009,0,0707070707070707,ff
1010,1010,0,0707070707070707,ff
1011,1011,0,0707070707070707,ff
1012,1012,0,0707070707070707,ff
1013,1013,0,0707070707070707,ff
1014,1014,0,0707070707070707,ff
1015,1015,0,0707070707070707,ff
1016,1016,0,0707070707070707,ff
1017,1017,0,0707070707070707,ff
1018,1018,0,0707070707070707,ff
1019,1019,0,0707070707070707,ff
1020,1020,0,0707070707070707,ff
1021,1021,0,0707070707070707,ff
1022,1022,0,0707070707070707,ff
1023,1023,0,0707070707070707,ff
